order_id,timestamp,warehouse_id,city,hour,day_of_week,month,is_weekend,n_items,basket_value_eur,has_heavy_items,primary_category,active_orders,warehouse_utilization,available_riders,rider_utilization,distance_km,temperature_c,is_raining,rain_intensity_mm,wind_speed_kmh,pick_time_min,rider_wait_min,travel_time_min,delivery_time_min,promised_time_min,promise_kept
ORD-013955,2025-12-04 22:37:40,HAM-01,Hamburg,22,3,12,0,4,10.15,0,frozen,29,0.414,2,9.667,1.71,-7.9,0,0.0,29.0,5.4,1.0,5.5,11.9,10,0
ORD-013956,2025-12-04 22:47:36,MUC-01,Munich,22,3,12,0,4,9.78,1,fresh_produce,28,0.373,3,7.0,1.92,-3.5,1,3.5,10.8,4.1,1.7,4.1,9.9,10,1
ORD-013957,2025-12-04 22:49:26,HAM-01,Hamburg,22,3,12,0,6,19.44,0,frozen,25,0.357,3,6.25,0.99,-6.6,0,0.0,24.4,5.9,0.7,3.3,9.9,10,1
ORD-013958,2025-12-05 09:18:57,BER-01,Berlin,9,4,12,0,4,18.12,0,fresh_produce,38,0.475,5,6.333,1.84,-3.0,1,0.7,15.3,4.6,0.1,10.4,15.1,15,0
ORD-013959,2025-12-05 10:53:27,BER-01,Berlin,10,4,12,0,5,14.97,0,beverages,33,0.412,5,5.5,0.8,-7.9,0,0.0,17.4,4.4,0.3,4.0,8.7,10,1
ORD-013960,2025-12-05 11:59:31,DUS-01,Düsseldorf,11,4,12,0,4,11.46,0,bakery,14,0.28,1,7.0,0.56,-6.4,1,7.6,17.6,4.6,1.1,2.9,8.6,10,1
ORD-013961,2025-12-05 12:03:04,HAM-01,Hamburg,12,4,12,0,3,3.99,0,meat_fish,44,0.629,7,5.5,1.3,-1.1,0,0.0,7.3,5.1,0.2,6.9,12.2,15,1
ORD-013962,2025-12-05 12:31:55,BER-01,Berlin,12,4,12,0,7,16.9,0,fresh_produce,71,0.888,15,4.438,1.97,-0.8,1,3.2,9.3,7.3,0.1,7.4,14.8,15,1
ORD-013963,2025-12-05 13:07:51,MUC-01,Munich,13,4,12,0,6,10.86,0,bakery,52,0.693,8,5.778,1.83,-10.1,1,1.5,6.2,6.0,0.0,6.0,12.0,15,1
ORD-013964,2025-12-05 13:52:10,DUS-01,Düsseldorf,13,4,12,0,1,2.5,1,alcohol,35,0.7,3,8.75,1.89,-3.1,1,4.8,23.8,5.0,2.8,7.6,15.4,15,0
ORD-013965,2025-12-05 15:16:55,BER-02,Berlin,15,4,12,0,6,26.07,0,snacks,14,0.233,3,3.5,1.07,-6.6,0,0.0,12.1,4.1,0.6,2.6,7.3,10,1
ORD-013966,2025-12-05 16:00:42,MUC-01,Munich,16,4,12,0,8,18.14,0,bakery,39,0.52,2,13.0,1.71,-8.2,0,0.0,17.9,6.9,2.0,4.7,13.6,15,1
ORD-013967,2025-12-05 17:03:29,BER-02,Berlin,17,4,12,0,3,4.16,0,fresh_produce,13,0.217,1,6.5,2.19,-9.6,0,0.0,9.0,2.3,2.3,9.5,14.1,15,1
ORD-013968,2025-12-05 17:32:59,CGN-01,Cologne,17,4,12,0,7,23.05,1,bakery,26,0.473,2,8.667,1.1,-1.1,0,0.0,14.3,7.2,0.1,4.5,11.8,10,0
ORD-013969,2025-12-05 18:14:15,BER-01,Berlin,18,4,12,0,10,28.3,1,dairy,73,0.912,13,5.214,0.43,-3.8,1,0.7,18.7,8.0,0.1,3.9,12.0,15,1
ORD-013970,2025-12-05 18:16:21,HAM-01,Hamburg,18,4,12,0,6,21.58,0,snacks,62,0.886,11,5.167,0.56,-9.5,0,0.0,10.8,6.3,0.1,1.5,7.9,10,1
ORD-013971,2025-12-05 18:28:36,HAM-01,Hamburg,18,4,12,0,7,15.84,0,household,61,0.871,11,5.083,1.53,-3.8,0,0.0,8.4,6.4,0.1,5.7,12.2,15,1
ORD-013972,2025-12-05 18:34:56,MUC-01,Munich,18,4,12,0,6,10.84,0,snacks,45,0.6,4,9.0,1.55,-6.9,0,0.0,6.7,4.7,1.0,6.0,11.7,10,0
ORD-013973,2025-12-05 18:44:00,BER-01,Berlin,18,4,12,0,8,33.72,1,fresh_produce,74,0.925,13,5.286,1.47,-7.4,0,0.0,31.7,9.4,0.0,7.4,27.7,25,0
ORD-013974,2025-12-05 18:49:50,HAM-01,Hamburg,18,4,12,0,6,26.22,0,alcohol,49,0.7,10,4.455,2.07,-9.3,0,0.0,10.1,6.0,0.1,9.7,15.8,15,0
ORD-013975,2025-12-05 19:06:03,MUC-01,Munich,19,4,12,0,9,34.43,0,household,59,0.787,12,4.538,1.67,-1.1,0,0.0,6.5,8.0,0.1,6.5,14.6,15,1
ORD-013976,2025-12-05 19:09:45,DUS-01,Düsseldorf,19,4,12,0,11,39.78,1,alcohol,40,0.8,2,13.333,2.22,-9.3,0,0.0,5.1,8.6,1.6,10.4,20.6,25,1
ORD-013977,2025-12-05 19:09:47,HAM-01,Hamburg,19,4,12,0,3,6.98,0,frozen,68,0.971,11,5.667,0.77,-6.3,0,0.0,10.8,6.3,0.4,3.8,10.5,10,0
ORD-013978,2025-12-05 19:25:03,BER-01,Berlin,19,4,12,0,9,16.6,1,dairy,72,0.9,13,5.143,0.85,-5.9,0,0.0,9.0,9.0,0.0,4.8,13.8,15,1
ORD-013979,2025-12-05 19:32:48,BER-01,Berlin,19,4,12,0,4,11.18,0,alcohol,48,0.6,10,4.364,1.21,-6.2,1,1.1,8.9,6.1,0.3,4.8,11.2,10,0
ORD-013980,2025-12-05 19:43:38,DUS-01,Düsseldorf,19,4,12,0,9,15.34,1,frozen,42,0.84,2,14.0,3.35,-0.2,0,0.0,11.0,8.9,0.1,16.3,25.3,25,0
ORD-013981,2025-12-05 19:46:54,DUS-01,Düsseldorf,19,4,12,0,6,15.19,1,alcohol,31,0.62,5,5.167,5.41,-2.7,0,0.0,23.0,7.4,0.2,28.1,35.7,35,0
ORD-013982,2025-12-05 20:34:39,BER-01,Berlin,20,4,12,0,3,12.36,0,dairy,54,0.675,9,5.4,0.51,-9.7,1,8.2,12.6,4.6,0.2,1.5,6.3,10,1
ORD-013983,2025-12-05 20:40:44,CGN-01,Cologne,20,4,12,0,1,2.5,0,personal_care,45,0.818,7,5.625,1.47,-6.1,0,0.0,8.0,3.7,0.3,4.7,8.7,10,1
ORD-013984,2025-12-05 20:56:28,BER-02,Berlin,20,4,12,0,5,16.77,0,frozen,46,0.767,3,11.5,1.15,-7.4,0,0.0,6.2,5.8,4.0,3.6,13.4,15,1
ORD-013985,2025-12-05 21:04:17,CGN-01,Cologne,21,4,12,0,6,19.13,1,dairy,39,0.709,3,9.75,1.87,-3.4,0,0.0,24.4,7.0,3.8,6.0,16.8,15,0
ORD-013986,2025-12-05 21:35:11,BER-01,Berlin,21,4,12,0,4,11.85,1,beverages,50,0.625,5,8.333,1.34,-12.8,0,0.0,12.5,6.6,0.6,5.4,12.6,15,1
ORD-013987,2025-12-05 21:35:30,HAM-01,Hamburg,21,4,12,0,6,5.75,0,personal_care,41,0.586,7,5.125,2.61,-2.9,1,5.4,8.6,4.8,0.5,9.6,14.9,15,1
ORD-013988,2025-12-05 21:47:18,MUC-01,Munich,21,4,12,0,7,18.46,0,household,68,0.907,5,11.333,2.41,0.8,1,1.3,4.4,7.1,0.5,6.0,13.6,15,1
ORD-013989,2025-12-06 03:24:21,CGN-01,Cologne,3,5,12,1,4,17.22,0,meat_fish,29,0.527,1,14.5,2.44,-4.1,1,0.4,23.7,3.8,4.6,11.1,19.5,15,0
ORD-013990,2025-12-06 07:16:38,CGN-01,Cologne,7,5,12,1,8,31.29,0,frozen,22,0.4,1,11.0,2.72,-8.4,0,0.0,12.2,6.1,2.8,7.2,25.7,25,0
ORD-013991,2025-12-06 09:04:00,BER-01,Berlin,9,5,12,1,6,25.91,1,household,45,0.562,3,11.25,2.76,0.4,0,0.0,11.8,6.9,0.0,10.4,17.3,15,0
ORD-013992,2025-12-06 10:51:23,DUS-01,Düsseldorf,10,5,12,1,4,11.96,0,bakery,27,0.54,3,6.75,1.18,-2.3,0,0.0,27.2,3.0,0.2,4.9,8.1,10,1
ORD-013993,2025-12-06 11:21:15,MUC-01,Munich,11,5,12,1,4,14.22,0,fresh_produce,37,0.493,3,9.25,0.94,-5.0,1,0.9,13.3,4.4,0.5,4.5,9.4,10,1
ORD-013994,2025-12-06 11:43:59,MUC-01,Munich,11,5,12,1,3,7.55,1,dairy,22,0.293,1,11.0,2.33,-6.3,0,0.0,8.6,4.5,2.1,8.2,14.8,15,1
ORD-013995,2025-12-06 12:19:46,DUS-01,Düsseldorf,12,5,12,1,5,12.98,1,personal_care,42,0.84,3,10.5,2.83,-4.8,0,0.0,7.4,8.5,3.4,8.9,20.8,25,1
ORD-013996,2025-12-06 12:24:36,BER-02,Berlin,12,5,12,1,4,14.81,0,frozen,47,0.783,5,7.833,1.58,-0.8,1,4.5,10.4,5.2,0.1,7.6,12.9,15,1
ORD-013997,2025-12-06 12:35:23,HAM-01,Hamburg,12,5,12,1,2,4.0,0,personal_care,70,1.0,10,6.364,0.99,-4.9,0,0.0,9.7,4.2,0.3,1.5,6.0,10,1
ORD-013998,2025-12-06 12:56:56,DUS-01,Düsseldorf,12,5,12,1,3,8.56,1,snacks,50,1.0,5,8.333,2.25,-5.5,0,0.0,47.4,6.7,0.5,6.5,13.7,15,1
ORD-013999,2025-12-06 12:58:06,BER-01,Berlin,12,5,12,1,6,25.21,0,snacks,80,1.0,7,10.0,1.2,-6.5,0,0.0,13.7,6.6,0.4,6.3,13.3,15,1
ORD-014000,2025-12-06 12:59:06,CGN-01,Cologne,12,5,12,1,4,16.98,0,meat_fish,44,0.8,3,11.0,0.51,-9.8,1,5.4,12.3,6.3,0.8,1.5,8.6,10,1
ORD-014001,2025-12-06 13:00:23,CGN-01,Cologne,13,5,12,1,2,4.65,1,bakery,55,1.0,4,11.0,4.28,-5.1,0,0.0,17.5,7.4,0.3,14.7,22.4,25,1
ORD-014002,2025-12-06 13:09:23,BER-02,Berlin,13,5,12,1,4,6.98,1,frozen,60,1.0,11,5.0,0.3,-3.2,0,0.0,15.0,8.3,0.1,4.3,12.7,15,1
ORD-014003,2025-12-06 13:42:17,CGN-01,Cologne,13,5,12,1,5,20.69,0,fresh_produce,55,1.0,8,6.111,1.21,-4.7,0,0.0,17.8,5.8,1.0,3.7,10.5,10,0
ORD-014004,2025-12-06 14:00:04,BER-02,Berlin,14,5,12,1,8,21.44,0,dairy,60,1.0,7,7.5,2.23,-2.3,0,0.0,7.0,7.6,0.0,8.1,15.7,15,0
ORD-014005,2025-12-06 14:19:34,MUC-01,Munich,14,5,12,1,6,19.21,0,alcohol,75,1.0,11,6.25,1.93,-5.5,0,0.0,5.5,6.3,0.6,3.5,10.4,10,0
ORD-014006,2025-12-06 14:27:07,HAM-01,Hamburg,14,5,12,1,4,13.76,1,meat_fish,52,0.743,4,10.4,1.9,-5.3,1,2.9,20.8,7.6,0.7,7.6,15.9,15,0
ORD-014007,2025-12-06 16:20:01,BER-01,Berlin,16,5,12,1,5,15.92,0,bakery,37,0.462,3,9.25,0.51,-9.5,0,0.0,22.1,5.0,0.3,1.6,6.9,10,1
ORD-014008,2025-12-06 16:33:05,DUS-01,Düsseldorf,16,5,12,1,3,12.77,1,personal_care,22,0.44,2,7.333,1.06,-9.7,1,4.1,13.3,5.7,0.8,6.1,12.6,15,1
ORD-014009,2025-12-06 16:50:20,MUC-01,Munich,16,5,12,1,7,17.37,0,fresh_produce,40,0.533,5,6.667,0.6,-2.1,0,0.0,18.6,5.7,0.3,2.0,8.0,10,1
ORD-014010,2025-12-06 17:12:25,HAM-01,Hamburg,17,5,12,1,5,15.43,1,alcohol,37,0.529,4,7.4,2.3,-0.4,1,0.4,38.0,4.7,0.1,16.7,21.5,25,1
ORD-014011,2025-12-06 17:15:05,DUS-01,Düsseldorf,17,5,12,1,3,13.6,0,dairy,26,0.52,3,6.5,1.89,-0.9,1,0.5,15.5,3.9,1.6,7.8,13.3,15,1
ORD-014012,2025-12-06 18:04:29,BER-02,Berlin,18,5,12,1,2,10.8,1,household,60,1.0,11,5.0,1.65,-4.6,1,12.6,7.0,5.7,0.7,9.5,15.9,15,0
ORD-014013,2025-12-06 18:07:02,MUC-01,Munich,18,5,12,1,2,8.48,0,household,75,1.0,14,5.0,0.62,-9.9,0,0.0,12.9,4.3,0.0,3.0,7.3,10,1
ORD-014014,2025-12-06 18:13:59,DUS-01,Düsseldorf,18,5,12,1,3,7.69,0,beverages,44,0.88,3,11.0,1.78,-3.8,0,0.0,35.4,4.8,1.7,7.0,17.8,15,0
ORD-014015,2025-12-06 18:17:56,BER-02,Berlin,18,5,12,1,7,25.3,0,bakery,60,1.0,4,12.0,2.21,-2.0,0,0.0,11.3,8.3,0.2,7.9,16.4,15,0
ORD-014016,2025-12-06 18:47:24,CGN-01,Cologne,18,5,12,1,2,4.64,1,beverages,50,0.909,6,7.143,2.58,-5.1,0,0.0,20.0,5.9,0.5,14.1,20.5,25,1
ORD-014017,2025-12-06 19:18:21,HAM-01,Hamburg,19,5,12,1,5,14.52,0,fresh_produce,60,0.857,5,10.0,1.9,-6.0,1,1.8,3.8,6.5,0.1,8.8,15.4,15,0
ORD-014018,2025-12-06 19:24:08,BER-01,Berlin,19,5,12,1,7,27.95,0,fresh_produce,80,1.0,8,8.889,3.74,-4.4,0,0.0,23.4,8.0,0.1,18.0,34.4,35,1
ORD-014019,2025-12-06 19:39:43,BER-01,Berlin,19,5,12,1,6,21.22,0,beverages,74,0.925,8,8.222,1.39,-8.4,1,0.4,7.1,5.7,0.3,5.5,11.5,10,0
ORD-014020,2025-12-06 19:44:43,MUC-01,Munich,19,5,12,1,5,11.99,0,bakery,69,0.92,10,6.273,0.36,-0.9,0,0.0,8.1,4.8,0.3,1.7,14.1,15,1
ORD-014021,2025-12-06 19:45:00,BER-02,Berlin,19,5,12,1,4,14.34,0,bakery,60,1.0,9,6.0,2.01,-5.2,0,0.0,8.5,7.0,0.4,8.6,16.0,15,0
ORD-014022,2025-12-06 19:46:52,CGN-01,Cologne,19,5,12,1,7,14.52,1,snacks,55,1.0,9,5.5,1.51,-3.3,1,1.5,30.6,8.1,0.1,9.0,24.3,25,1
ORD-014023,2025-12-06 19:47:13,BER-01,Berlin,19,5,12,1,3,9.46,0,snacks,62,0.775,8,6.889,0.64,-8.1,0,0.0,9.7,4.8,0.7,2.8,8.3,10,1
ORD-014024,2025-12-06 20:10:29,MUC-01,Munich,20,5,12,1,5,16.03,0,alcohol,75,1.0,4,15.0,0.8,-4.3,1,0.9,9.9,6.6,0.2,2.1,8.9,10,1
ORD-014025,2025-12-06 20:56:03,BER-01,Berlin,20,5,12,1,9,24.02,1,meat_fish,80,1.0,5,13.333,3.22,1.2,1,4.0,9.1,8.6,0.6,11.7,20.9,25,1
ORD-014026,2025-12-06 20:56:57,CGN-01,Cologne,20,5,12,1,3,13.02,1,household,55,1.0,7,6.875,3.28,-5.4,0,0.0,5.1,6.9,0.2,11.3,18.4,15,0
ORD-014027,2025-12-06 21:06:32,CGN-01,Cologne,21,5,12,1,3,14.84,0,dairy,55,1.0,10,5.0,1.99,-3.0,0,0.0,7.9,7.2,0.1,6.6,13.9,15,1
ORD-014028,2025-12-06 22:06:06,DUS-01,Düsseldorf,22,5,12,1,4,14.66,0,bakery,26,0.52,2,8.667,1.89,-3.2,0,0.0,6.4,4.1,0.8,6.4,11.3,10,0
ORD-014029,2025-12-06 22:48:31,MUC-01,Munich,22,5,12,1,7,27.02,0,fresh_produce,24,0.32,2,8.0,0.37,-6.6,1,2.4,13.4,5.8,1.1,2.6,9.5,10,1
ORD-014030,2025-12-06 23:46:16,BER-01,Berlin,23,5,12,1,4,15.98,0,bakery,37,0.462,5,6.167,3.65,-9.1,1,2.1,11.4,5.6,0.7,16.5,34.7,35,1
ORD-014031,2025-12-06 23:57:27,CGN-01,Cologne,23,5,12,1,8,22.88,0,fresh_produce,10,0.182,2,3.333,1.52,2.3,0,0.0,4.2,3.7,0.0,4.8,8.5,10,1
ORD-014032,2025-12-07 07:16:53,BER-02,Berlin,7,6,12,1,3,11.33,1,alcohol,40,0.667,6,5.714,2.17,-7.8,1,3.7,21.6,4.1,0.3,10.0,14.4,15,1
ORD-014033,2025-12-07 10:02:08,DUS-01,Düsseldorf,10,6,12,1,8,31.34,0,snacks,29,0.58,1,14.5,0.88,-4.2,0,0.0,21.9,5.8,2.5,2.5,10.8,10,0
ORD-014034,2025-12-07 11:04:48,DUS-01,Düsseldorf,11,6,12,1,5,15.83,0,alcohol,26,0.52,1,13.0,1.5,-4.4,0,0.0,32.3,5.1,8.1,7.5,20.7,25,1
ORD-014035,2025-12-07 11:24:24,BER-01,Berlin,11,6,12,1,6,10.57,1,personal_care,46,0.575,5,7.667,0.3,-5.0,0,0.0,17.1,5.8,0.4,1.5,7.7,10,1
ORD-014036,2025-12-07 11:30:46,BER-01,Berlin,11,6,12,1,4,15.36,0,personal_care,27,0.338,2,9.0,3.01,-3.7,0,0.0,33.7,3.3,6.1,10.1,19.5,15,0
ORD-014037,2025-12-07 11:33:41,DUS-01,Düsseldorf,11,6,12,1,3,5.82,1,dairy,12,0.24,0,999.0,1.6,-11.7,0,0.0,12.2,5.7,0.8,5.1,11.6,10,0
ORD-014038,2025-12-07 11:46:00,DUS-01,Düsseldorf,11,6,12,1,11,25.73,0,frozen,23,0.46,1,11.5,4.01,-6.0,1,2.6,11.4,7.6,0.3,14.0,21.9,25,1
ORD-014039,2025-12-07 12:22:13,MUC-01,Munich,12,6,12,1,3,5.7,0,snacks,75,1.0,9,7.5,1.25,0.2,0,0.0,26.8,5.4,0.5,2.7,8.6,10,1
ORD-014040,2025-12-07 12:24:38,DUS-01,Düsseldorf,12,6,12,1,4,13.75,0,dairy,50,1.0,3,12.5,5.16,-6.8,1,6.1,27.1,7.9,0.3,25.2,33.4,35,1
ORD-014041,2025-12-07 13:27:22,DUS-01,Düsseldorf,13,6,12,1,4,15.43,1,dairy,50,1.0,3,12.5,0.89,-4.8,0,0.0,7.7,7.4,0.5,3.3,21.0,25,1
ORD-014042,2025-12-07 13:56:08,MUC-01,Munich,13,6,12,1,7,24.21,0,frozen,63,0.84,9,6.3,2.7,-9.7,0,0.0,26.2,6.1,0.1,12.6,18.8,15,0
ORD-014043,2025-12-07 14:03:10,MUC-01,Munich,14,6,12,1,3,7.22,1,meat_fish,61,0.813,8,6.778,2.55,-3.5,1,2.9,6.9,5.0,0.1,8.9,14.0,15,1
ORD-014044,2025-12-07 14:09:51,MUC-01,Munich,14,6,12,1,2,9.52,0,beverages,75,1.0,13,5.357,1.06,-7.3,1,9.5,11.3,4.0,0.6,3.7,8.3,10,1
ORD-014045,2025-12-07 14:32:02,BER-01,Berlin,14,6,12,1,7,30.05,0,household,58,0.725,10,5.273,1.69,-9.8,0,0.0,13.5,7.2,0.1,3.4,10.7,10,0
ORD-014046,2025-12-07 14:44:39,HAM-01,Hamburg,14,6,12,1,4,9.11,0,dairy,70,1.0,11,5.833,1.61,-4.3,0,0.0,7.8,5.7,0.2,5.0,10.9,10,0
ORD-014047,2025-12-07 15:18:31,MUC-01,Munich,15,6,12,1,5,25.65,0,fresh_produce,36,0.48,5,6.0,2.12,-12.5,1,1.9,27.1,6.4,0.4,11.9,30.3,35,1
ORD-014048,2025-12-07 15:25:29,MUC-01,Munich,15,6,12,1,5,9.86,0,snacks,29,0.387,4,5.8,1.4,-3.9,0,0.0,28.5,3.4,0.5,4.1,8.0,10,1
ORD-014049,2025-12-07 16:02:14,BER-02,Berlin,16,6,12,1,2,4.77,1,personal_care,14,0.233,2,4.667,3.14,-5.8,0,0.0,12.1,4.9,0.6,9.8,15.3,15,0
ORD-014050,2025-12-07 16:32:29,DUS-01,Düsseldorf,16,6,12,1,5,14.65,0,alcohol,24,0.48,1,12.0,2.19,-5.9,1,0.4,8.2,4.8,14.4,8.5,27.7,25,0
ORD-014051,2025-12-07 16:37:19,CGN-01,Cologne,16,6,12,1,7,16.12,0,dairy,30,0.545,3,7.5,0.86,-6.0,0,0.0,9.0,5.2,0.4,3.0,8.6,10,1
ORD-014052,2025-12-07 17:06:16,BER-01,Berlin,17,6,12,1,2,8.75,0,beverages,48,0.6,2,16.0,2.36,2.5,1,3.1,13.2,3.9,2.3,16.1,22.3,25,1
ORD-014053,2025-12-07 17:37:07,BER-02,Berlin,17,6,12,1,3,6.48,1,beverages,34,0.567,2,11.333,0.43,-4.9,1,1.3,6.7,5.1,4.6,2.5,12.2,15,1
ORD-014054,2025-12-07 17:49:27,DUS-01,Düsseldorf,17,6,12,1,8,14.55,0,fresh_produce,11,0.22,1,5.5,2.45,-4.3,1,5.8,6.3,6.0,1.1,15.1,22.2,25,1
ORD-014055,2025-12-07 18:13:20,HAM-01,Hamburg,18,6,12,1,3,6.49,0,personal_care,70,1.0,7,8.75,0.95,-1.3,0,0.0,9.2,5.2,0.1,3.8,9.1,10,1
ORD-014056,2025-12-07 18:24:35,MUC-01,Munich,18,6,12,1,3,4.42,0,household,70,0.933,11,5.833,1.96,-11.8,1,2.9,16.4,5.8,0.2,11.2,17.2,15,0
ORD-014057,2025-12-07 18:25:09,BER-01,Berlin,18,6,12,1,8,12.76,0,snacks,74,0.925,7,9.25,0.81,-6.5,0,0.0,17.2,7.2,0.2,4.8,12.2,15,1
ORD-014058,2025-12-07 18:30:44,BER-02,Berlin,18,6,12,1,5,17.19,1,meat_fish,52,0.867,3,13.0,1.92,-6.1,0,0.0,27.3,6.9,1.3,8.8,17.0,15,0
ORD-014059,2025-12-07 18:47:15,DUS-01,Düsseldorf,18,6,12,1,2,3.7,0,beverages,50,1.0,3,12.5,0.94,-4.2,1,9.3,8.9,5.8,3.0,4.7,13.5,15,1
ORD-014060,2025-12-07 19:03:20,HAM-01,Hamburg,19,6,12,1,10,31.1,0,personal_care,61,0.871,7,7.625,2.1,-2.3,0,0.0,13.2,8.2,0.0,9.9,18.1,15,0
ORD-014061,2025-12-07 19:04:41,CGN-01,Cologne,19,6,12,1,3,5.91,0,household,53,0.964,2,17.667,1.2,-1.3,1,0.8,7.2,5.4,1.2,7.9,14.5,15,1
ORD-014062,2025-12-07 19:06:35,BER-01,Berlin,19,6,12,1,4,7.49,0,alcohol,80,1.0,11,6.667,0.39,-5.5,0,0.0,30.1,6.4,1.0,4.0,11.4,10,0
ORD-014063,2025-12-07 19:09:30,MUC-01,Munich,19,6,12,1,6,24.06,1,snacks,75,1.0,5,12.5,2.81,-3.5,0,0.0,19.9,8.0,0.0,12.6,31.3,35,1
ORD-014064,2025-12-07 19:17:46,BER-02,Berlin,19,6,12,1,5,15.08,0,household,60,1.0,13,4.286,0.65,-4.3,1,1.7,7.7,6.6,0.4,3.0,10.0,10,1
ORD-014065,2025-12-07 19:25:29,CGN-01,Cologne,19,6,12,1,3,14.26,0,meat_fish,55,1.0,6,7.857,2.56,-1.7,1,0.4,18.9,6.0,0.4,13.9,20.3,25,1
ORD-014066,2025-12-07 19:39:06,DUS-01,Düsseldorf,19,6,12,1,7,18.56,0,snacks,50,1.0,6,7.143,1.37,-5.5,0,0.0,8.3,9.2,0.1,6.7,16.0,15,0
ORD-014067,2025-12-07 19:48:50,MUC-01,Munich,19,6,12,1,6,29.08,0,alcohol,75,1.0,14,5.0,1.28,-12.5,1,0.1,9.6,7.8,0.1,6.5,14.4,15,1
ORD-014068,2025-12-07 19:52:25,BER-01,Berlin,19,6,12,1,4,14.24,0,frozen,69,0.862,9,6.9,1.63,0.8,0,0.0,6.3,5.1,0.2,6.9,12.2,15,1
ORD-014069,2025-12-07 19:54:40,HAM-01,Hamburg,19,6,12,1,7,23.51,1,alcohol,70,1.0,4,14.0,2.41,-1.2,0,0.0,6.9,8.3,0.1,14.8,23.2,25,1
ORD-014070,2025-12-07 20:13:57,HAM-01,Hamburg,20,6,12,1,7,16.3,0,dairy,70,1.0,11,5.833,2.0,-9.0,0,0.0,8.2,6.8,0.6,4.8,12.2,15,1
ORD-014071,2025-12-07 20:25:46,CGN-01,Cologne,20,6,12,1,6,27.34,0,beverages,53,0.964,8,5.889,1.73,-11.1,1,2.5,12.6,8.0,0.0,6.2,14.2,15,1
ORD-014072,2025-12-07 20:42:47,HAM-01,Hamburg,20,6,12,1,12,39.88,0,bakery,70,1.0,9,7.0,0.38,-2.4,0,0.0,13.6,7.2,0.1,1.5,8.8,10,1
ORD-014073,2025-12-07 20:45:11,BER-02,Berlin,20,6,12,1,2,6.33,0,snacks,58,0.967,8,6.444,0.89,-3.3,1,9.5,18.7,5.3,0.1,1.8,7.2,10,1
ORD-014074,2025-12-07 20:50:54,MUC-01,Munich,20,6,12,1,5,16.33,0,meat_fish,67,0.893,8,7.444,1.92,-5.3,0,0.0,10.0,7.0,0.5,5.1,12.6,15,1
ORD-014075,2025-12-07 20:52:57,MUC-01,Munich,20,6,12,1,6,14.63,0,personal_care,75,1.0,12,5.769,2.69,-6.2,0,0.0,8.2,8.1,0.7,8.2,17.0,15,0
ORD-014076,2025-12-07 21:04:18,CGN-01,Cologne,21,6,12,1,6,20.99,0,meat_fish,55,1.0,7,6.875,1.31,-7.0,1,1.5,7.3,5.6,0.6,3.0,9.2,10,1
ORD-014077,2025-12-07 21:27:46,DUS-01,Düsseldorf,21,6,12,1,7,19.82,0,household,45,0.9,4,9.0,1.04,-12.0,0,0.0,13.1,6.1,0.4,5.4,11.9,10,0
ORD-014078,2025-12-07 21:53:32,DUS-01,Düsseldorf,21,6,12,1,7,26.46,0,household,50,1.0,4,10.0,3.16,-5.3,1,0.3,6.0,7.5,0.1,15.7,23.3,25,1
ORD-014079,2025-12-07 22:31:19,MUC-01,Munich,22,6,12,1,6,31.76,0,bakery,27,0.36,3,6.75,0.89,-6.8,1,3.3,5.4,4.4,1.1,6.4,11.9,10,0
ORD-014080,2025-12-07 22:55:17,HAM-01,Hamburg,22,6,12,1,5,13.13,0,personal_care,33,0.471,2,11.0,0.31,-2.0,0,0.0,8.0,5.1,0.1,1.5,6.7,10,1
ORD-014081,2025-12-07 22:56:36,CGN-01,Cologne,22,6,12,1,10,14.91,0,meat_fish,22,0.4,3,5.5,1.92,-3.6,1,2.8,12.6,5.6,1.5,7.7,14.8,15,1
ORD-014082,2025-12-08 00:50:01,BER-02,Berlin,0,0,12,0,5,23.42,0,household,16,0.267,2,5.333,0.36,-7.6,1,0.8,5.1,4.6,3.3,1.5,9.4,10,1
ORD-014083,2025-12-08 03:54:45,CGN-01,Cologne,3,0,12,0,2,4.12,0,fresh_produce,32,0.582,2,10.667,1.05,-8.0,0,0.0,21.4,4.5,1.1,4.2,9.8,10,1
ORD-014084,2025-12-08 06:55:38,HAM-01,Hamburg,6,0,12,0,3,10.06,0,frozen,20,0.286,3,5.0,1.97,-1.6,0,0.0,10.2,3.8,0.9,6.6,11.3,10,0
ORD-014085,2025-12-08 10:16:18,BER-01,Berlin,10,0,12,0,3,7.06,0,household,29,0.362,6,4.143,2.49,-7.4,1,4.2,16.1,3.0,0.4,9.5,12.9,15,1
ORD-014086,2025-12-08 10:33:13,CGN-01,Cologne,10,0,12,0,4,11.75,0,frozen,15,0.273,1,7.5,2.0,-8.5,0,0.0,22.8,2.7,7.2,9.7,19.6,15,0
ORD-014087,2025-12-08 11:16:18,MUC-01,Munich,11,0,12,0,6,12.12,1,household,35,0.467,4,7.0,2.44,-6.0,1,4.0,7.5,6.0,0.1,10.3,16.4,15,0
ORD-014088,2025-12-08 11:35:05,BER-01,Berlin,11,0,12,0,7,18.6,0,household,19,0.238,3,4.75,0.78,-4.0,0,0.0,12.8,4.6,1.0,3.2,8.8,10,1
